Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.600,854.386,129.446,290.701,383.105,2019.011,2157.727,2157.751,2157.934,2157.934,0.001
5,1.400,209.146,134.337,149.272,170.633,214.890,458.679,458.679,458.679,458.679,0.005
10,0.800,259.154,158.729,185.402,326.875,365.611,365.611,365.611,365.611,365.611,0.004
15,2.800,215.341,130.117,152.051,184.239,233.741,333.132,545.789,545.789,545.789,0.005
20,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
25,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
30,1.000,258.460,152.156,166.299,177.170,249.343,547.332,547.332,547.332,547.332,0.004
35,5.400,267.195,138.174,163.507,191.924,315.068,483.920,543.040,702.258,702.258,0.004
40,0.400,165.031,147.631,147.631,182.431,182.431,182.431,182.431,182.431,182.431,0.006
45,1.400,277.870,134.578,161.381,292.033,427.570,447.170,447.170,447.170,447.170,0.004
50,2.000,213.805,131.243,142.585,183.947,209.612,484.339,484.339,484.339,484.339,0.005
