Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,1210.087,451.131,490.904,542.068,2157.770,3383.071,3387.580,3388.049,3388.049,0.001
5,2.600,1956.198,401.598,1167.764,1243.048,3652.844,3703.653,3703.823,3703.823,3703.823,0.001
10,1.000,2170.390,486.827,2383.690,2643.147,2646.987,2691.300,2691.300,2691.300,2691.300,0.000
15,2.800,2300.775,432.940,521.442,759.211,3376.950,5599.986,9027.854,9027.854,9027.854,0.000
20,0.600,8098.993,6028.335,6028.335,8008.507,10260.136,10260.136,10260.136,10260.136,10260.136,0.000
25,0.400,4431.988,4230.956,4230.956,4633.020,4633.020,4633.020,4633.020,4633.020,4633.020,0.000
30,1.800,2503.628,486.919,2257.144,2788.704,3436.876,3509.067,3509.067,3509.067,3509.067,0.000
35,5.000,1187.745,422.863,480.381,507.721,702.589,3373.103,6063.923,6064.066,6064.066,0.001
40,0.800,7112.514,6530.813,7145.796,7329.091,7444.354,7444.354,7444.354,7444.354,7444.354,0.000
45,1.400,986.563,319.618,427.431,468.576,594.463,4179.872,4179.872,4179.872,4179.872,0.001
50,1.600,1607.815,483.049,500.570,591.502,4669.665,5022.973,5022.973,5022.973,5022.973,0.001
