Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1746415641.9869955	1746415874.737139	232.75014352798462	0.0
2	1746415874.7902553	1746416051.8053217	177.01506638526917	0.0531163215637207
3	1746416051.8591216	1746416257.1247811	205.26565957069397	0.05379986763000488
4	1746416257.1791053	1746416452.8237274	195.64462208747864	0.05432415008544922
5	1746416452.8798692	1746416642.412918	189.53304886817932	0.05614185333251953
6	1746416642.4715776	1746416837.8384624	195.36688470840454	0.05865955352783203
7	1746416837.8990397	1746417004.733052	166.83401226997375	0.060577392578125
8	1746417004.7932086	1746417233.3517742	228.55856561660767	0.06015658378601074
9	1746417235.7246213	1746417450.1441638	214.41954255104065	2.372847080230713
10	1746417450.2030642	1746417696.2849512	246.08188700675964	0.05890035629272461
11	1746417696.3477898	1746417947.3523185	251.00452876091003	0.06283855438232422
12	1746417947.4098582	1746418162.0621505	214.6522922515869	0.05753970146179199
13	1746418162.1263487	1746418387.180312	225.0539631843567	0.06419825553894043
14	1746418387.2516613	1746418597.9310408	210.6793794631958	0.0713493824005127
15	1746418597.9999127	1746418824.742041	226.74212837219238	0.06887197494506836
16	1746418824.7670772	1746419059.1676142	234.40053701400757	0.025036096572875977
17	1746419059.234103	1746419309.7582986	250.52419567108154	0.06648874282836914
18	1746419312.0357084	1746419557.2841904	245.24848198890686	2.277409791946411
19	1746419557.3493097	1746419819.3048303	261.9555206298828	0.06511926651000977
20	1746419819.3717334	1746420105.959524	286.5877904891968	0.06690311431884766
21	1746420106.0132327	1746420293.4785345	187.46530175209045	0.053708791732788086
22	1746420293.4978309	1746420502.7405038	209.24267292022705	0.01929640769958496
23	1746420502.7774723	1746420707.8106427	205.03317046165466	0.03696846961975098
24	1746420707.8689597	1746420928.9580872	221.08912754058838	0.058316946029663086
25	1746420929.104514	1746421137.0839927	207.97947883605957	0.14642667770385742
26	1746421139.317019	1746421311.3083422	171.99132323265076	2.2330262660980225
27	1746421311.3867202	1746421490.1123624	178.72564220428467	0.07837796211242676
28	1746421490.1894574	1746421699.5981824	209.40872502326965	0.07709503173828125
29	1746421699.673358	1746421921.1892962	221.51593828201294	0.07517552375793457
30	1746421921.2622008	1746422148.9171488	227.65494799613953	0.07290458679199219
31	1746422148.9966455	1746422313.4244254	164.4277799129486	0.07949662208557129
32	1746422313.498689	1746422464.8081944	151.30950546264648	0.0742635726928711
33	1746422466.8918805	1746422667.419868	200.52798748016357	2.083686113357544
34	1746422667.501017	1746422883.116093	215.6150758266449	0.08114910125732422
35	1746422883.2006845	1746423100.100725	216.9000403881073	0.08459162712097168
36	1746423100.163498	1746423323.5808594	223.41736149787903	0.06277298927307129
37	1746423323.664602	1746423573.7177522	250.05315017700195	0.08374261856079102
38	1746423573.7371173	1746423823.22517	249.48805260658264	0.01936507225036621
39	1746423823.2905948	1746424068.5756526	245.28505778312683	0.06542491912841797
40	1746424068.6627	1746424294.2689855	225.606285572052	0.08704733848571777
41	1746424296.7072482	1746424542.3657885	245.65854024887085	2.438262701034546
42	1746424542.443625	1746424786.5043478	244.06072282791138	0.07783651351928711
43	1746424786.5896282	1746425020.2415109	233.65188264846802	0.0852804183959961
44	1746425020.3293016	1746425250.1713102	229.84200859069824	0.08779072761535645
45	1746425250.2256906	1746425486.2767508	236.05106019973755	0.05438041687011719
46	1746425486.3686554	1746425718.915358	232.5467026233673	0.0919046401977539
47	1746425719.0079534	1746425967.1458316	248.13787817955017	0.09259533882141113
48	1746425967.1766655	1746426154.5995295	187.4228639602661	0.030833959579467773
49	1746426156.9521234	1746426381.4284048	224.47628140449524	2.3525938987731934
50	1746426381.5148654	1746426618.1409183	236.6260528564453	0.08646059036254883
