Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,25,25.000,75860,557671,610472,576838,769293,780075,815710,946716,946716
1,19,19.000,198477,422025,617204,539032,645466,657574,665938,665938,665938
2,13,13.000,198685,586290,596228,556898,613696,654169,799462,799462,799462
3,21,21.000,198365,412082,630677,538297,662868,674005,695340,750164,750164
4,18,18.000,328447,452238,591074,553012,640458,676874,708093,708093,708093
5,17,17.000,218218,432212,702358,602565,719268,794656,857593,857593,857593
6,17,17.000,49466,278786,767413,575271,785452,795605,802936,802936,802936
7,18,18.000,48883,458913,719893,569725,756572,776633,790405,790405,790405
8,20,20.000,65413,334223,521330,558558,660181,1284392,1296770,1296770,1296770
9,8,8.000,220624,1224765,1237190,1085716,1248184,1259361,1259361,1259361,1259361
10,15,15.000,197990,453890,684584,582994,719742,786957,894184,894184,894184
11,16,16.000,243560,718483,739642,694480,755870,784409,953890,953890,953890
12,16,16.000,48245,353054,676431,543911,785736,787586,804956,804956,804956
13,27,27.000,46443,249816,419555,425259,639603,719485,756718,763307,763307
14,20,20.000,62172,372233,500984,515495,693767,1070234,1144062,1144062,1144062
15,19,19.000,47120,246793,483236,488038,746970,786696,1000425,1000425,1000425
16,24,24.000,48936,280710,364708,388683,480563,739476,784791,1062201,1062201
17,21,21.000,66097,278562,630998,609870,828489,930514,1303100,1401221,1401221
18,14,14.000,60850,250823,769996,548497,780157,805447,842420,842420,842420
19,16,16.000,271758,440369,557563,548425,703199,741261,755357,755357,755357
20,20,20.000,238642,425752,705933,563403,724606,740991,826806,826806,826806
21,19,19.000,61409,438466,616272,574426,699872,1174532,1185788,1185788,1185788
22,15,15.000,120529,499897,672557,578572,686063,697576,925303,925303,925303
23,18,18.000,50869,485420,713207,583197,731694,746029,1000708,1000708,1000708
24,24,24.000,107801,383012,469509,459858,599298,657113,723521,753865,753865
25,20,20.000,48119,254241,537571,453051,601785,774101,793051,793051,793051
26,19,19.000,61297,249446,476566,512387,728190,802097,1181013,1181013,1181013
27,22,22.000,238769,324412,477333,497422,540591,593358,903692,1419388,1419388
28,23,23.000,60831,245539,436778,420079,597795,703951,721415,766104,766104
29,15,15.000,48411,433717,715520,567488,754027,783855,817588,817588,817588
30,19,19.000,67618,409589,684901,546647,737928,761258,856827,856827,856827
31,24,24.000,48432,270332,502923,473276,615821,675648,1020424,1154260,1154260
32,18,18.000,67807,270876,694057,569987,729210,812426,960874,960874,960874
33,18,18.000,48823,494139,736457,645532,752736,1007407,1285410,1285410,1285410
34,16,16.000,243237,391875,426260,468121,624024,757128,878016,878016,878016
35,22,22.000,69070,252039,378780,466634,540179,984128,1063961,1078259,1078259
36,12,12.000,69680,289460,823859,645280,934412,943413,957040,957040,957040
37,26,26.000,46818,249949,491215,513001,756565,1017538,1128940,1339856,1339856
38,17,17.000,61106,250253,827893,624928,865353,1128703,1141214,1141214,1141214
39,16,16.000,48049,267625,715414,603772,832194,1110514,1231094,1231094,1231094
40,19,19.000,241646,308665,419681,465433,587679,705977,1170086,1170086,1170086
41,18,18.000,68222,328641,611853,583250,767801,1021999,1025462,1025462,1025462
42,22,22.000,46828,257516,398794,412575,475520,737651,768558,788194,788194
43,22,22.000,46834,251215,471530,477979,703052,730583,757893,992935,992935
44,17,17.000,47252,731916,755816,695125,771756,784930,1211203,1211203,1211203
45,17,17.000,46958,245363,489023,466617,639603,729008,871881,871881,871881
46,23,23.000,47949,354813,414699,448427,526897,557166,881529,1167941,1167941
47,16,16.000,102516,274972,529986,542632,727559,958357,1338511,1338511,1338511
48,25,25.000,48120,242511,498391,543729,638390,1111710,1710022,1919379,1919379
49,9,9.000,240571,724757,1066410,963605,1294560,1319802,1319802,1319802,1319802
50,15,15.000,239438,271535,539716,546773,722904,736887,1230592,1230592,1230592
51,18,18.000,119701,486070,743029,651923,929323,994749,1046351,1046351,1046351
52,15,15.000,60730,251365,574034,645385,818558,1137904,1725200,1725200,1725200
53,19,19.000,47604,242674,553594,497869,726731,775057,778209,778209,778209
54,14,14.000,239799,483577,778215,630151,783716,806998,816180,816180,816180
55,12,12.000,50286,1342532,1374112,1167311,1381371,1386662,1391714,1391714,1391714
56,13,13.000,68851,283553,578437,536855,761169,861124,932851,932851,932851
57,21,21.000,47334,332025,417064,402599,524752,608427,623553,729869,729869
58,22,22.000,79522,248431,524075,458471,590678,706157,718761,842186,842186
59,11,11.000,48145,413643,492837,480067,732765,745522,775543,775543,775543
