Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
5,0.400,63.929,62.445,62.445,65.413,65.413,65.413,65.413,65.413,65.413,0.016
10,0.600,66.790,62.172,62.172,68.082,70.116,70.116,70.116,70.116,70.116,0.015
15,1.000,77.393,60.850,66.097,68.842,69.116,122.062,122.062,122.062,122.062,0.013
20,0.600,96.580,61.409,61.409,107.801,120.529,120.529,120.529,120.529,120.529,0.010
25,1.200,63.767,60.831,61.115,61.987,67.864,69.507,69.507,69.507,69.507,0.016
30,0.600,65.201,60.178,60.178,67.618,67.807,67.807,67.807,67.807,67.807,0.015
35,1.200,67.277,60.490,61.106,69.070,69.680,82.035,82.035,82.035,82.035,0.015
40,0.400,65.467,62.711,62.711,68.222,68.222,68.222,68.222,68.222,68.222,0.015
45,1.200,80.032,67.224,67.652,68.551,102.516,106.016,106.016,106.016,106.016,0.012
50,0.400,90.216,60.730,60.730,119.701,119.701,119.701,119.701,119.701,119.701,0.011
55,1.000,80.011,60.706,68.851,81.819,94.319,94.359,94.359,94.359,94.359,0.012
