Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.200,625.985,431.747,601.548,621.901,654.169,708.093,774.007,815.710,815.710,0.002
5,8.800,796.405,334.223,690.772,738.025,792.921,1241.171,1259.361,1296.770,1296.770,0.001
10,8.400,603.276,330.472,467.217,671.037,747.837,780.348,785.736,787.586,787.586,0.002
15,8.600,598.264,280.710,396.976,557.563,778.019,837.000,860.035,1401.221,1401.221,0.002
20,9.400,598.333,356.637,472.932,632.169,694.740,724.606,740.422,1000.708,1000.708,0.002
25,8.600,577.002,324.412,476.566,566.049,655.762,754.027,783.855,817.588,817.588,0.002
30,8.800,600.358,380.168,506.690,624.790,703.614,744.016,760.872,771.803,771.803,0.002
35,8.000,680.370,325.287,409.764,756.565,835.140,869.112,1128.703,1339.856,1339.856,0.001
40,9.000,560.627,328.641,419.268,518.479,703.052,771.756,782.953,1211.203,1211.203,0.002
45,8.400,634.007,354.813,471.482,505.567,711.203,1111.710,1294.560,1319.802,1319.802,0.002
50,8.600,749.391,324.611,643.448,753.329,806.998,971.899,994.749,1725.200,1725.200,0.001
55,8.000,725.949,332.025,473.717,590.678,842.186,1380.055,1386.662,1391.714,1391.714,0.001
