Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,100.400,1.914,0.973,1.435,1.743,2.242,2.732,3.337,4.113,5.813,0.523
5,88.800,2.153,1.002,1.516,1.884,2.565,3.297,4.085,5.115,5.817,0.465
10,90.600,2.129,0.997,1.576,2.008,2.585,3.087,3.527,4.031,4.560,0.470
15,94.000,1.904,0.844,1.410,1.766,2.253,2.806,3.165,4.152,4.609,0.525
20,89.600,2.175,1.067,1.588,2.030,2.677,3.180,3.542,4.393,4.807,0.460
25,91.200,2.217,0.852,1.638,2.074,2.632,3.282,3.768,4.740,5.356,0.451
30,90.000,2.164,1.061,1.618,2.111,2.562,3.081,3.508,4.179,5.509,0.462
35,89.400,1.951,0.977,1.500,1.801,2.267,2.843,3.366,4.016,4.851,0.513
40,94.800,2.045,1.034,1.508,1.928,2.394,2.995,3.422,4.195,5.199,0.489
45,89.800,2.059,0.968,1.531,1.897,2.453,2.984,3.274,4.202,5.821,0.486
50,99.200,2.022,0.967,1.467,1.884,2.447,3.030,3.300,4.127,4.498,0.495
55,91.200,2.267,0.961,1.561,2.026,2.786,3.498,3.942,5.231,6.138,0.441
60,20.600,1.870,1.083,1.408,1.800,2.189,2.660,2.900,3.279,3.667,0.535
