Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1113.200,4.248,1.363,3.091,3.852,4.952,6.451,7.653,9.962,13.557,0.235
5,1006.400,4.844,0.997,3.335,4.317,5.776,7.565,9.186,12.673,18.062,0.206
10,1006.400,4.805,1.125,3.418,4.429,5.812,7.361,8.399,10.208,14.175,0.208
15,1134.600,4.294,1.107,3.113,3.914,5.070,6.464,7.474,10.156,15.264,0.233
20,1047.600,4.774,1.016,3.420,4.406,5.755,7.263,8.223,10.400,14.655,0.209
25,1026.800,4.843,0.872,3.357,4.417,5.939,7.611,8.782,10.957,15.075,0.206
30,1037.200,4.792,1.161,3.468,4.428,5.754,7.152,8.242,10.973,16.181,0.209
35,1081.800,4.507,0.997,3.224,4.098,5.365,6.947,8.077,10.683,15.167,0.222
40,1111.400,4.450,1.089,3.143,4.039,5.371,6.904,8.033,10.096,14.084,0.225
45,1050.200,4.628,1.022,3.265,4.248,5.611,7.085,8.097,10.465,14.076,0.216
50,1093.000,4.515,1.070,3.200,4.134,5.489,6.947,8.010,10.029,14.036,0.221
55,989.600,5.010,1.214,3.317,4.467,6.242,8.114,9.430,12.520,16.722,0.200
60,223.800,4.270,1.022,3.029,3.908,5.163,6.638,7.598,9.032,10.557,0.234
