Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2871,2871.000,314,1454,2206,3463,3504,4702,7579,27443,59826
1,2768,2768.000,273,1472,2286,3613,3609,5212,11012,25690,88669
2,2233,2233.000,229,1825,2785,4476,4694,7199,9355,37672,79146
3,2514,2514.000,217,1631,2383,3963,4049,5823,8781,29102,83004
4,2118,2118.000,219,1830,2795,4729,4931,7581,10850,37539,134886
5,2420,2420.000,273,1730,2525,4095,4255,6578,8942,36014,69898
6,2097,2097.000,211,1953,2747,4782,5161,7377,9646,39089,88967
7,2656,2656.000,231,1529,2363,3738,3869,5442,7475,30630,62981
8,2463,2463.000,239,1639,2484,4061,4198,5932,8960,31811,65006
9,1670,1670.000,333,2253,3663,5996,6534,10843,13461,50570,140261
10,2227,2227.000,224,1789,2688,4465,4789,7105,9323,36529,71689
11,2483,2483.000,226,1648,2481,4027,4108,6163,8749,31895,66111
12,2035,2035.000,331,1962,2950,4899,5318,7734,10836,40831,94768
13,2280,2280.000,231,1833,2741,4364,4664,6819,9040,36088,133549
14,2349,2349.000,249,1658,2625,4252,4329,6979,10808,34235,87104
15,2328,2328.000,269,1663,2696,4275,4408,7211,11127,30204,124956
16,2422,2422.000,181,1662,2479,4134,4315,6124,8453,33574,62677
17,2661,2661.000,197,1530,2357,3746,3799,5438,7630,30962,69140
18,2937,2937.000,203,1445,2213,3397,3497,4916,6748,27670,72436
19,2161,2161.000,220,1916,2838,4617,4930,7250,9695,37185,83489
20,2117,2117.000,273,1969,2887,4712,5109,7383,9721,39461,82987
21,2432,2432.000,237,1659,2563,4116,4430,6202,8477,34677,63396
22,2266,2266.000,233,1845,2668,4373,4658,6919,8713,36095,88303
23,2125,2125.000,310,1914,3023,4706,5064,7523,10232,43418,86618
24,2581,2581.000,238,1548,2350,3855,3939,5961,8268,31736,73057
25,2171,2171.000,239,1889,2812,4626,5090,7306,9895,40797,75734
26,2149,2149.000,224,1918,2784,4622,4982,7250,9641,37475,66955
27,2270,2270.000,222,1795,2692,4391,4694,6885,9300,36607,97631
28,2781,2781.000,210,1487,2179,3593,3735,5290,7038,28121,80934
29,2025,2025.000,237,1999,3117,4941,5222,8577,11204,41431,89957
30,2534,2534.000,240,1636,2407,3930,4111,5999,7935,31720,64614
31,1821,1821.000,382,2234,3397,5487,5961,8285,10984,45256,144135
32,2441,2441.000,252,1661,2509,4092,4205,6153,8347,33837,98255
33,2288,2288.000,205,1794,2885,4365,4479,6816,10719,34766,129646
34,2358,2358.000,233,1796,2624,4240,4647,6454,8236,34389,91174
35,2241,2241.000,217,1635,2654,4437,4369,7431,12191,36013,145568
36,2561,2561.000,248,1628,2367,3904,4100,5910,7804,32480,88010
37,2222,2222.000,250,1753,2807,4504,4712,7347,11376,34442,115298
38,2701,2701.000,210,1495,2336,3693,3712,5548,8355,32661,75411
39,2282,2282.000,214,1819,2664,4389,4758,6758,8850,36632,67832
40,2287,2287.000,196,1782,2643,4356,4700,6548,8740,36063,90034
41,2414,2414.000,215,1699,2573,4127,4323,6322,9257,38840,58838
42,2642,2642.000,191,1544,2423,3784,3804,5853,8333,34030,95827
43,2582,2582.000,240,1517,2397,3891,3960,6074,9512,30921,62371
44,2304,2304.000,228,1801,2770,4327,4580,7122,9461,36048,84597
45,1989,1989.000,233,2034,2978,5007,5503,7938,10915,41896,117172
46,2282,2282.000,221,1656,2611,4365,4436,6834,12918,35758,78540
47,2507,2507.000,220,1556,2417,3984,4100,6119,8656,34449,71214
48,2626,2626.000,216,1492,2353,3814,3912,5650,7949,30153,65731
49,2210,2210.000,249,1883,2780,4526,4894,7076,9454,35233,88256
50,2339,2339.000,217,1735,2605,4276,4568,6572,8542,35832,70957
51,2276,2276.000,165,1630,2584,4357,4354,7335,10309,37450,69761
52,2492,2492.000,184,1570,2475,4007,4176,6459,8991,36652,78021
53,2529,2529.000,212,1577,2467,3946,4065,5876,8246,31953,73993
54,2365,2365.000,257,1743,2731,4226,4488,6620,9147,34245,99550
55,1938,1938.000,227,2099,2976,5172,5539,7939,9808,44538,98893
56,2290,2290.000,208,1691,2579,4359,4362,6898,10258,38457,68358
57,2680,2680.000,216,1455,2429,3760,3643,6434,9943,30778,124553
58,1913,1913.000,219,2097,3154,5219,5937,9250,12361,39006,149372
59,2278,2278.000,224,1768,2625,4355,4609,6665,9464,34971,77414
60,2504,2504.000,219,1567,2410,3921,4069,6270,8924,33345,60377
