Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1072.400,1.777,0.911,1.426,1.628,1.973,2.420,2.736,3.608,10.497,0.563
5,981.200,1.975,0.866,1.462,1.850,2.236,2.807,3.258,4.501,7.339,0.506
10,991.200,1.935,0.867,1.474,1.851,2.221,2.675,2.967,3.850,6.754,0.517
15,1065.600,1.786,0.890,1.424,1.644,2.013,2.401,2.715,3.778,6.870,0.560
20,990.200,1.918,0.856,1.465,1.844,2.185,2.642,2.935,3.757,6.437,0.521
25,978.200,1.940,0.893,1.452,1.831,2.239,2.734,3.090,4.054,6.807,0.516
30,987.000,1.954,0.901,1.487,1.872,2.211,2.669,2.992,4.061,11.570,0.512
35,1036.400,1.832,0.849,1.438,1.702,2.075,2.522,2.846,3.728,6.392,0.546
40,1049.600,1.839,0.901,1.434,1.679,2.086,2.543,2.912,3.841,7.928,0.544
45,993.600,1.856,0.867,1.442,1.742,2.118,2.562,2.871,3.636,6.966,0.539
50,1019.400,1.827,0.865,1.432,1.706,2.087,2.519,2.800,3.481,5.957,0.547
55,968.600,1.998,0.901,1.453,1.889,2.358,2.876,3.302,4.213,6.602,0.500
60,216.200,1.732,0.907,1.420,1.601,1.987,2.342,2.597,3.254,5.661,0.577
