Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,446.600,22.356,0.401,1.779,3.036,44.541,56.275,78.793,164.118,481.862,0.045
5,474.400,21.010,0.368,1.461,2.535,43.858,57.209,78.725,151.794,668.486,0.048
10,460.000,21.793,0.386,1.492,2.528,44.054,57.157,78.538,169.478,415.753,0.046
15,475.000,21.068,0.375,1.441,2.476,43.902,57.176,77.976,168.331,376.001,0.047
20,441.000,22.597,0.358,1.462,2.532,43.959,61.893,79.364,181.248,489.164,0.044
25,477.400,20.980,0.339,1.397,2.455,43.757,56.315,78.647,169.630,397.964,0.048
30,453.400,22.032,0.336,1.374,2.376,43.802,61.367,79.893,181.104,377.883,0.045
35,443.600,22.559,0.321,1.507,2.567,43.942,60.594,79.268,180.060,399.964,0.044
40,445.800,22.374,0.350,1.372,2.301,43.810,58.522,78.984,185.864,399.588,0.045
45,455.000,21.976,0.339,1.408,2.268,43.786,54.793,78.646,174.851,425.291,0.046
50,453.200,22.065,0.348,1.408,2.498,43.797,61.021,79.480,175.311,312.769,0.045
55,454.800,21.998,0.341,1.424,2.352,43.837,58.642,79.421,170.400,355.105,0.045
60,81.800,21.473,0.378,1.372,2.599,43.727,59.515,78.127,141.598,418.423,0.047
