Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,436,436.000,451,2145,3624,23206,44280,55902,77201,145311,481862
1,439,439.000,493,1916,3206,22468,44669,55339,74305,156793,285029
2,472,472.000,401,1693,2791,21025,44825,53388,70493,182671,316011
3,461,461.000,409,1611,2566,21947,44780,57786,80353,164329,343564
4,425,425.000,422,1667,2946,23290,44146,60108,78923,174288,330554
5,494,494.000,372,1390,2420,20102,43835,57922,78034,158606,335864
6,443,443.000,424,1481,2669,22365,44114,58305,78725,177197,240907
7,503,503.000,368,1442,2509,20399,43704,55093,78282,140792,668486
8,473,473.000,424,1579,2489,20935,43712,49270,76796,166273,350804
9,459,459.000,378,1501,2589,21423,43679,62512,80301,128367,465947
10,457,457.000,393,1561,2646,22442,44282,61304,79414,173093,359480
11,467,467.000,403,1562,2503,21348,44281,59163,77847,151346,415753
12,455,455.000,394,1603,2607,21536,43653,55162,76763,165299,311619
13,463,463.000,400,1351,2341,21759,44042,54315,80436,175452,358296
14,458,458.000,386,1399,2581,21885,44006,51726,78105,169478,362790
15,519,519.000,377,1448,2442,19606,43902,52516,75661,165918,224101
16,456,456.000,382,1430,2440,21619,43847,60025,78012,153941,376001
17,380,380.000,399,1704,2762,26707,44190,67501,92734,203487,330509
18,492,492.000,400,1352,2499,19851,43818,55723,76589,180954,272689
19,528,528.000,375,1401,2363,19105,43881,50817,74121,155402,323511
20,396,396.000,389,1694,2866,25055,44285,65839,99349,196503,340518
21,447,447.000,371,1409,2568,22212,43618,60931,78213,227114,301343
22,458,458.000,358,1400,2408,22163,43929,56105,80210,177588,350053
23,438,438.000,382,1387,2421,22236,44305,57597,78645,167824,221998
24,466,466.000,385,1469,2441,21644,43731,62538,78639,209873,489164
25,477,477.000,356,1343,2280,21062,43603,51174,76098,169630,397964
26,459,459.000,367,1422,2387,21749,43989,61561,80108,158146,320878
27,515,515.000,359,1413,2473,19684,43608,56009,77253,148554,345329
28,477,477.000,339,1340,2496,20908,43806,58242,93824,170085,263185
29,459,459.000,417,1519,2686,21654,43649,57342,78219,171755,204488
30,453,453.000,379,1362,2454,22637,43685,62326,80152,189180,308720
31,451,451.000,360,1390,2315,21147,43995,50027,78390,147211,377883
32,487,487.000,336,1311,2329,20672,43741,47563,78776,157344,308697
33,450,450.000,379,1378,2298,23485,43792,67876,101936,199391,348235
34,426,426.000,396,1422,2538,22345,43792,62339,80027,170887,231943
35,450,450.000,364,1528,2698,23007,44262,57734,79474,218990,307568
36,407,407.000,332,1550,2821,23479,44178,64793,81646,152525,273613
37,442,442.000,370,1553,2544,22755,43730,56411,77948,191881,319296
38,453,453.000,407,1465,2261,22424,43805,62129,78871,180060,399964
39,466,466.000,321,1530,2597,21265,43853,63227,79178,127460,391023
40,415,415.000,364,1395,2387,24146,44120,63441,80361,207910,303070
41,425,425.000,360,1371,2472,23080,43444,57480,101197,185864,324829
42,438,438.000,351,1330,2215,23433,43865,63384,78984,185377,399588
43,486,486.000,350,1446,2244,20628,43695,60826,78453,145920,321422
44,465,465.000,374,1317,2266,20972,43880,48514,78429,175056,346080
45,434,434.000,407,1403,2265,23704,43786,58431,95256,210314,393639
46,447,447.000,360,1534,2334,22181,43755,63650,78576,175880,257197
47,406,406.000,380,1542,2531,24211,43819,63976,82554,172014,274789
48,478,478.000,339,1382,2308,20896,43872,51166,78536,159958,425291
49,510,510.000,367,1331,2112,19557,43683,48786,75532,159377,323654
50,485,485.000,348,1385,2447,20339,43593,56032,79881,170802,300526
51,433,433.000,362,1403,2730,23198,43755,63186,79932,171026,261077
52,470,470.000,356,1409,2520,21846,43858,61855,78017,175311,312769
53,448,448.000,390,1360,2404,21912,43925,60483,78918,178417,301616
54,430,430.000,367,1508,2553,23267,43883,63345,82261,180620,302246
55,451,451.000,341,1517,2708,22469,44211,57699,77291,152290,355105
56,448,448.000,370,1504,2259,22136,43997,62878,80250,180775,321148
57,495,495.000,348,1316,2263,20195,43520,50848,79421,170400,301812
58,439,439.000,366,1381,2139,22686,43816,64071,80536,185362,218689
59,441,441.000,371,1487,2422,22714,43783,52349,79911,156755,334935
60,409,409.000,378,1372,2599,21472,43727,59515,78127,141598,418423
