Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.200,2.817,1.048,1.274,2.096,3.669,4.828,5.875,7.537,24.948,0.355
5,18.600,1.394,0.964,1.161,1.243,1.526,1.926,2.045,2.654,2.654,0.718
10,16.800,1.382,0.976,1.198,1.276,1.550,1.895,1.951,2.058,2.058,0.724
15,16.000,1.407,0.972,1.200,1.319,1.639,1.851,1.955,2.041,2.041,0.711
20,18.200,1.318,1.025,1.163,1.245,1.341,1.759,1.905,2.019,2.019,0.759
25,21.000,1.309,0.965,1.155,1.235,1.354,1.738,1.862,1.925,2.034,0.764
30,19.800,1.333,0.978,1.150,1.243,1.415,1.897,1.970,2.001,2.001,0.750
35,15.400,1.372,1.063,1.186,1.269,1.548,1.788,1.920,2.045,2.045,0.729
40,18.000,1.336,1.039,1.166,1.256,1.400,1.809,1.847,2.205,2.205,0.749
45,21.000,1.327,1.042,1.162,1.234,1.392,1.761,1.826,1.981,2.096,0.753
50,17.800,1.421,1.013,1.198,1.283,1.728,1.875,1.979,2.141,2.141,0.704
55,17.000,1.383,0.939,1.196,1.268,1.523,1.894,1.981,2.135,2.135,0.723
60,3.600,1.340,1.099,1.172,1.288,1.479,1.787,1.797,1.797,1.797,0.746
